release_period,state,facility_id,completed_surveys,response_rate
2017,AL,10108,611,26
2017,AL,10109,55,17
2017,AL,10110,50,27
2017,AL,10112,153,17
2017,AL,10113,1308,37
2017,AL,10114,938,24
2017,AL,10118,458,23
2017,AL,10120,195,26
2017,AL,10125,293,32
2017,AL,10126,306,31
2017,AL,10128,117,30
2017,AL,10129,368,31
2017,AL,10130,368,34
2017,AL,10131,780,31
2017,AL,10139,834,31
2017,AL,10144,2671,33
2017,AL,10146,92,19
2017,AL,10148,333,29
2017,AL,10149,1054,24
2017,AL,10150,153,29
2017,AL,10157,204,18
2017,AL,10158,360,27
2017,AL,10164,613,32
2017,AL,10168,295,51
2017,AL,10169,359,40
2017,AL,11300,FEWER THAN 50,39
2017,AL,11302,83,31
2017,AL,11305,183,33
2017,AK,20001,1905,21
2017,AK,20006,624,33
2017,AK,20008,216,22
2017,AK,20012,614,21
2017,AK,20017,907,18
2017,AK,20018,250,27
2017,AK,20026,902,16
2017,AK,21303,FEWER THAN 50,30
2017,AK,20024,318,17
2017,AK,21306,92,19
2017,AK,21308,57,20
2017,AK,21311,120,16
2017,AK,21313,178,32
2017,AZ,30001,462,28
2017,AZ,30002,2478,25
2017,AZ,30006,4084,27
2017,AZ,30007,760,37
2017,AZ,30010,1043,32
2017,AZ,30011,1445,33
2017,AZ,30012,858,39
2017,AZ,30013,874,21
2017,AZ,30014,1460,30
2017,AZ,30016,825,30
2017,AZ,30022,663,8
2017,AZ,30023,1433,36
2017,AZ,30024,4014,17
2017,AZ,30030,839,27
2017,AZ,30033,302,27
2017,AZ,30036,4052,22
2017,AZ,30037,1403,27
2017,AZ,30038,1688,24
2017,AZ,30043,415,32
2017,AZ,30055,644,28
2017,AZ,30061,1248,33
2017,AZ,30062,572,19
2017,AZ,30064,2292,23
2017,AZ,30065,2826,27
2017,AZ,30068,367,39
2017,AZ,30069,514,33
2017,AZ,30071,183,13
2017,AZ,30073,494,41
2017,AZ,30077,84,40
2017,AZ,30078,469,25
2017,AZ,30083,742,27
2017,AZ,30084,333,41
2017,AZ,30085,1825,27
2017,AZ,30087,2048,23
2017,AZ,30088,3140,31
2017,AZ,30089,2519,25
2017,AZ,30092,1558,30
2017,AZ,30093,1577,29
2017,AZ,30094,1059,34
2017,AZ,30101,482,28
2017,AZ,30103,420,33
2017,AZ,30105,640,36
2017,AZ,30107,554,58
2017,AZ,30108,309,34
2017,AZ,30110,626,30
2017,AZ,30111,462,17
2017,AZ,30112,351,44
2017,AZ,30113,FEWER THAN 50,19
2017,AZ,30114,585,32
2017,AZ,30115,2895,24
2017,AZ,30117,323,28
2017,AZ,30119,2615,22
2017,AZ,30120,104,17
2017,AZ,30121,1030,28
2017,AZ,30122,1192,28
2017,AZ,30123,1012,32
2017,AZ,30130,550,27
2017,AZ,30131,1457,50
2017,AZ,30132,127,22
2017,AZ,30134,178,31
2017,AZ,30136,75,13
2017,AZ,31300,149,34
2017,AZ,31301,67,41
2017,AZ,31302,72,32
2017,AZ,31304,109,34
2017,AZ,31311,168,24
2017,AZ,31312,FEWER THAN 50,21
2017,AZ,31313,153,23
2017,AZ,31314,332,32
2017,AZ,31315,59,34
2017,AZ,31317,188,30
2017,AR,40001,281,24
2017,AR,40002,277,20
2017,AR,40004,2513,33
2017,AR,40007,1551,28
2017,AR,40010,1581,37
2017,AR,40011,105,19
2017,AR,40014,972,32
2017,AR,40015,140,24
2017,AR,40016,1209,19
2017,AR,40017,560,24
2017,AR,40018,83,29
2017,AR,40019,392,24
2017,AR,40020,2951,26
2017,AR,40022,1601,25
2017,AR,40026,906,28
2017,AR,40027,610,28
2017,AR,40029,1404,22
2017,AR,40036,1503,26
2017,AR,40039,674,25
2017,AR,40041,537,26
2017,AR,40047,79,37
2017,AR,40050,269,28
2017,AR,40051,229,19
2017,AR,40055,941,28
2017,AR,40062,2884,36
2017,AR,40067,238,28
2017,AR,40069,141,10
2017,AR,40071,1215,24
2017,AR,40072,249,28
2017,AR,40074,368,26
2017,AR,40076,174,20
2017,AR,40078,573,31
2017,AR,40084,570,17
2017,AR,40085,330,28
2017,AR,40088,537,26
2017,AR,40114,3373,24
2017,AR,40118,680,24
2017,AR,40119,1077,31
2017,AR,40134,1573,36
2017,AR,40137,291,25
2017,AR,40147,1495,50
2017,AR,40152,351,38
2017,AR,40153,164,31
2017,AR,41302,104,28
2017,AR,41303,FEWER THAN 50,30
2017,AR,41304,FEWER THAN 50,26
2017,AR,41305,FEWER THAN 50,28
2017,AR,41306,91,31
2017,AR,41307,190,38
2017,AR,41308,FEWER THAN 50,19
2017,AR,41309,64,29
2017,AR,41311,76,22
2017,AR,41312,209,33
2017,AR,41313,87,29
2017,AR,41314,76,27
2017,AR,41316,FEWER THAN 50,13
2017,AR,41318,FEWER THAN 50,36
2017,AR,41321,215,22
2017,AR,41322,93,24
2017,AR,41323,132,20
2017,AR,41326,FEWER THAN 50,8
2017,AR,41327,65,14
2017,AR,41329,105,41
2017,AR,41331,116,29
2017,CA,50002,513,21
2017,CA,50006,837,33
2017,CA,50007,1721,33
2017,CA,50008,763,26
2017,CA,50009,1078,31
2017,CA,50013,650,31
2017,CA,50014,452,26
2017,CA,50017,1772,28
2017,CA,50018,520,12
2017,CA,50022,3527,23
2017,CA,50024,449,13
2017,CA,50025,2164,23
2017,CA,50026,2493,20
2017,CA,50028,281,19
2017,CA,50030,521,27
2017,CA,50036,1026,17
2017,CA,50038,362,31
2017,CA,50039,1430,27
2017,CA,50040,354,19
2017,CA,50042,398,20
2017,CA,50043,1562,25
2017,CA,50045,480,14
2017,CA,50047,1983,30
2017,CA,50054,591,23
2017,CA,50055,415,17
2017,CA,50056,454,17
2017,CA,50057,2101,27
2017,CA,50058,841,15
2017,CA,50060,927,29
2017,CA,50063,692,12
2017,CA,50067,165,24
2017,CA,50069,1739,34
2017,CA,50070,1554,37
2017,CA,50071,4271,32
2017,CA,50072,2824,32
2017,CA,50073,2333,31
2017,CA,50075,4191,30
2017,CA,50076,3146,36
2017,CA,50077,4068,19
2017,CA,50078,727,20
2017,CA,50082,1191,19
2017,CA,50084,1375,18
2017,CA,50089,496,10
2017,CA,50090,212,28
2017,CA,50091,316,16
2017,CA,50093,2069,25
2017,CA,50099,2701,25
2017,CA,50100,2886,25
2017,CA,50101,463,20
2017,CA,50102,1116,18
2017,CA,50103,635,19
2017,CA,50104,804,12
2017,CA,50107,2445,23
2017,CA,50108,2665,25
2017,CA,50110,388,22
2017,CA,50112,562,24
2017,CA,50113,276,16
2017,CA,50115,2428,29
2017,CA,50116,1127,20
2017,CA,50118,655,32
2017,CA,50121,1370,23
2017,CA,50122,909,21
2017,CA,50124,369,25
2017,CA,50125,1699,18
2017,CA,50126,344,17
2017,CA,50127,486,22
2017,CA,50128,624,25
2017,CA,50129,1001,18
2017,CA,50131,413,36
2017,CA,50132,1103,21
2017,CA,50133,382,18
2017,CA,50135,607,13
2017,CA,50136,417,30
2017,CA,50137,1950,29
2017,CA,50138,5274,32
2017,CA,50139,3658,26
2017,CA,50140,6058,27
2017,CA,50145,588,31
2017,CA,50149,1375,10
2017,CA,50150,768,27
2017,CA,50152,605,20
2017,CA,50153,772,28
2017,CA,50158,163,15
2017,CA,50159,275,16
2017,CA,50167,354,13
2017,CA,50168,2453,29
2017,CA,50169,600,22
2017,CA,50174,1883,31
2017,CA,50179,834,31
2017,CA,50180,464,30
2017,CA,50189,105,15
2017,CA,50191,940,12
2017,CA,50192,333,20
2017,CA,50194,545,31
2017,CA,50195,1395,25
2017,CA,50197,796,33
2017,CA,50204,920,23
2017,CA,50205,55,9
2017,CA,50211,213,19
2017,CA,50222,946,18
2017,CA,50224,5680,26
2017,CA,50225,549,26
2017,CA,50226,1771,24
2017,CA,50228,809,15
2017,CA,50230,457,18
2017,CA,50231,798,24
2017,CA,50232,1123,37
2017,CA,50234,549,37
2017,CA,50235,1301,21
2017,CA,50236,670,26
2017,CA,50238,1820,22
2017,CA,50239,1844,16
2017,CA,50242,1326,24
2017,CA,50243,868,34
2017,CA,50245,1161,11
2017,CA,50248,696,37
2017,CA,50254,311,27
2017,CA,50257,243,22
2017,CA,50261,1003,34
2017,CA,50262,564,22
2017,CA,50272,1308,26
2017,CA,50276,747,26
2017,CA,50278,1339,19
2017,CA,50279,379,29
2017,CA,50280,1267,25
2017,CA,50281,434,18
2017,CA,50283,1467,27
2017,CA,50289,548,30
2017,CA,50290,2858,29
2017,CA,50291,804,29
2017,CA,50292,511,12
2017,CA,50295,1214,16
2017,CA,50296,287,22
2017,CA,50298,424,24
2017,CA,50300,1823,36
2017,CA,50301,544,20
2017,CA,50305,1558,21
2017,CA,50308,1337,28
2017,CA,50309,2465,31
2017,CA,50313,408,20
2017,CA,50315,374,11
2017,CA,50320,1719,24
2017,CA,50324,3826,29
2017,CA,50327,933,26
2017,CA,50329,708,19
2017,CA,50334,1131,21
2017,CA,50335,728,27
2017,CA,50336,489,21
2017,CA,50342,617,14
2017,CA,50348,1573,17
2017,CA,50350,1012,16
2017,CA,50351,2740,27
2017,CA,50352,464,27
2017,CA,50353,1594,22
2017,CA,50357,605,47
2017,CA,50359,362,15
2017,CA,50360,1009,27
2017,CA,50367,997,20
2017,CA,50373,701,15
2017,CA,50376,558,16
2017,CA,50378,300,19
2017,CA,50380,2303,22
2017,CA,50382,1234,23
2017,CA,50390,548,18
2017,CA,50393,628,17
2017,CA,50394,950,28
2017,CA,50396,3214,33
2017,CA,50407,237,19
2017,CA,50411,2438,26
2017,CA,50414,1299,27
2017,CA,50417,299,21
2017,CA,50423,85,20
2017,CA,50424,2786,39
2017,CA,50425,2543,34
2017,CA,50426,445,17
2017,CA,50438,305,25
2017,CA,50441,376,26
2017,CA,50444,1216,15
2017,CA,50454,589,24
2017,CA,50455,811,30
2017,CA,50457,708,25
2017,CA,50464,1219,32
2017,CA,50468,495,18
2017,CA,50471,856,24
2017,CA,50481,1171,20
2017,CA,50485,2791,22
2017,CA,50488,903,22
2017,CA,50492,557,27
2017,CA,50496,357,28
2017,CA,50498,720,35
2017,CA,50502,738,22
2017,CA,50503,1961,26
2017,CA,50506,436,30
2017,CA,50510,1535,45
2017,CA,50512,765,29
2017,CA,50515,5392,33
2017,CA,50516,2749,21
2017,CA,50517,693,14
2017,CA,50523,760,17
2017,CA,50526,308,15
2017,CA,50528,205,15
2017,CA,50534,474,30
2017,CA,50537,719,28
2017,CA,50541,2097,34
2017,CA,50549,1983,17
2017,CA,50551,453,30
2017,CA,50557,1646,24
2017,CA,50561,1963,26
2017,CA,50567,2676,30
2017,CA,50568,407,15
2017,CA,50570,1003,25
2017,CA,50573,4231,32
2017,CA,50575,143,13
2017,CA,50580,347,18
2017,CA,50581,597,26
2017,CA,50586,598,20
2017,CA,50588,407,21
2017,CA,50589,414,28
2017,CA,50590,1425,20
2017,CA,50597,392,19
2017,CA,50599,4538,22
2017,CA,50603,2695,32
2017,CA,50604,2620,32
2017,CA,50608,422,21
2017,CA,50609,6555,33
2017,CA,50616,634,28
2017,CA,50624,1718,22
2017,CA,50625,2813,21
2017,CA,50633,482,35
2017,CA,50636,681,26
2017,CA,50641,373,18
2017,CA,50663,627,14
2017,CA,50674,2905,27
2017,CA,50677,2713,36
2017,CA,50678,2176,28
2017,CA,50684,305,19
2017,CA,50686,2450,27
2017,CA,50688,297,24
2017,CA,50689,497,31
2017,CA,50690,2579,36
2017,CA,50696,1899,28
2017,CA,50697,117,52
2017,CA,50701,1780,20
2017,CA,50704,213,12
2017,CA,50708,1128,59
2017,CA,50709,588,22
2017,CA,50710,1921,31
2017,CA,50714,466,32
2017,CA,50717,204,18
2017,CA,50723,2797,29
2017,CA,50724,676,25
2017,CA,50726,242,55
2017,CA,50727,376,18
2017,CA,50735,1348,22
2017,CA,50736,649,27
2017,CA,50737,1036,18
2017,CA,50738,416,25
2017,CA,50739,512,15
2017,CA,50740,525,24
2017,CA,50742,538,20
2017,CA,50744,347,24
2017,CA,50745,178,19
2017,CA,50746,962,28
2017,CA,50747,664,34
2017,CA,50748,2317,26
2017,CA,50751,74,31
2017,CA,50754,85,49
2017,CA,50755,397,17
2017,CA,50757,566,22
2017,CA,50758,391,19
2017,CA,50760,2047,31
2017,CA,50761,1226,22
2017,CA,50763,101,8
2017,CA,50764,674,29
2017,CA,50765,861,24
2017,CA,50766,194,47
2017,CA,50767,1599,32
2017,CA,50769,983,51
2017,CA,50770,480,26
2017,CA,50771,285,14
2017,CA,50772,4545,32
2017,CA,50773,329,18
2017,CA,50775,1090,21
2017,CA,50776,171,10
2017,CA,50777,2589,30
2017,CA,50778,651,23
2017,CA,50780,130,13
2017,CA,51303,173,34
2017,CA,51304,FEWER THAN 50,27
2017,CA,51305,52,27
2017,CA,51306,FEWER THAN 50,20
2017,CA,51310,360,36
2017,CA,51314,97,23
2017,CA,51316,268,25
2017,CA,51317,210,18
2017,CA,51319,209,28
2017,CA,51320,159,26
2017,CA,51321,117,29
2017,CA,51323,59,16
2017,CA,51324,197,28
2017,CA,51325,219,31
2017,CA,51326,108,27
2017,CA,51327,FEWER THAN 50,26
2017,CA,51328,324,29
2017,CA,51329,235,19
2017,CA,51330,FEWER THAN 50,27
2017,CA,51331,67,39
2017,CA,51332,148,22
2017,CA,51334,138,34
2017,CA,51335,FEWER THAN 50,28
2017,CO,60001,1060,33
2017,CO,60003,568,26
2017,CO,60004,558,24
2017,CO,60006,532,26
2017,CO,60008,292,24
2017,CO,60009,1817,23
2017,CO,60010,2936,30
2017,CO,60011,1136,19
2017,CO,60012,471,26
2017,CO,60013,367,31
2017,CO,60014,1360,21
2017,CO,60015,544,26
2017,CO,60016,276,27
2017,CO,60020,1857,24
2017,CO,60022,4238,23
2017,CO,60023,2394,29
2017,CO,60024,4511,20
2017,CO,60027,612,33
2017,CO,60028,3967,29
2017,CO,60030,764,32
2017,CO,60031,1074,30
2017,CO,60032,1283,21
2017,CO,60034,1384,20
2017,CO,60036,231,22
2017,CO,60044,258,31
2017,CO,60049,369,34
2017,CO,60054,536,32
2017,CO,60064,649,32
2017,CO,60065,915,17
2017,CO,60071,395,33
2017,CO,60075,543,23
2017,CO,60076,263,39
2017,CO,60096,398,25
2017,CO,60100,1344,20
2017,CO,60103,434,26
2017,CO,60104,373,20
2017,CO,60112,1450,22
2017,CO,60113,594,28
2017,CO,60114,454,27
2017,CO,60116,2463,27
2017,CO,60117,246,53
2017,CO,60118,275,29
2017,CO,60119,2523,30
2017,CO,60124,813,50
2017,CO,60125,294,25
2017,CO,60126,208,36
2017,CO,61301,82,30
2017,CO,61302,73,31
2017,CO,61303,111,40
2017,CO,61309,88,34
2017,CO,61312,63,25
2017,CO,61313,FEWER THAN 50,21
2017,CO,61314,152,27
2017,CO,61315,FEWER THAN 50,23
2017,CO,61316,FEWER THAN 50,36
2017,CO,61317,157,24
2017,CO,61320,143,30
2017,CO,61321,54,16
2017,CO,61322,221,30
2017,CO,61323,110,24
2017,CO,61324,168,30
2017,CO,61326,125,35
2017,CO,61327,254,36
2017,CT,70002,5453,29
2017,CT,70003,370,31
2017,CT,70004,339,25
2017,CT,70005,1249,23
2017,CT,70006,1218,23
2017,CT,70007,1909,25
2017,CT,70008,286,27
2017,CT,70010,692,19
2017,CT,70011,273,26
2017,CT,70012,316,25
2017,CT,70016,690,21
2017,CT,70017,1062,23
2017,CT,70018,444,28
2017,CT,70019,390,32
2017,CT,70020,1312,30
2017,CT,70021,368,28
2017,CT,70022,821,21
2017,CT,70024,895,26
2017,CT,70025,2200,27
2017,CT,70027,494,24
2017,CT,70028,2098,25
2017,CT,70029,522,29
2017,CT,70031,927,24
2017,CT,70033,537,27
2017,CT,70034,779,25
2017,CT,70035,1731,23
2017,CT,70036,819,26
2017,CT,70039,FEWER THAN 50,20
2017,DE,80001,1070,25
2017,DE,80003,601,19
2017,DE,80004,842,23
2017,DE,80006,546,25
2017,DE,80007,521,33
2017,DE,80009,467,21
2017,DC,90001,2023,21
2017,DC,90003,725,16
2017,DC,90004,630,32
2017,DC,90005,2630,34
2017,DC,90006,1902,31
2017,DC,90008,297,7
2017,DC,90011,533,30
2017,FL,100001,3097,26
2017,FL,100002,1120,27
2017,FL,100006,1626,16
2017,FL,100007,13354,20
2017,FL,100008,816,19
2017,FL,100009,2499,17
2017,FL,100012,2191,27
2017,FL,100014,758,28
2017,FL,100017,2142,26
2017,FL,100018,1213,28
2017,FL,100019,2411,28
2017,FL,100022,9716,26
2017,FL,100023,1426,27
2017,FL,100025,2571,31
2017,FL,100026,1164,28
2017,FL,100028,899,30
2017,FL,100029,866,29
2017,FL,100030,848,15
2017,FL,100032,908,19
2017,FL,100034,2904,19
2017,FL,100035,1843,23
2017,FL,100038,3166,19
2017,FL,100039,2108,12
2017,FL,100040,3623,32
2017,FL,100043,985,29
2017,FL,100044,1859,25
2017,FL,100045,1277,22
2017,FL,100046,1527,26
2017,FL,100047,542,25
2017,FL,100048,115,30
2017,FL,100049,537,25
2017,FL,100050,364,17
2017,FL,100051,1426,20
2017,FL,100052,2964,27
2017,FL,100053,552,29
2017,FL,100054,352,24
2017,FL,100055,866,24
2017,FL,100057,2633,26
2017,FL,100062,1719,26
2017,FL,100063,1531,25
2017,FL,100067,3098,26
2017,FL,100068,2235,27
2017,FL,100069,946,23
2017,FL,100070,544,30
2017,FL,100071,1133,20
2017,FL,100072,1436,21
2017,FL,100073,1584,30
2017,FL,100075,7587,20
2017,FL,100077,903,24
2017,FL,100080,1569,22
2017,FL,100081,59,15
2017,FL,100084,4231,30
2017,FL,100086,2046,21
2017,FL,100087,3059,33
2017,FL,100088,199,20
2017,FL,100090,806,25
2017,FL,100092,951,23
2017,FL,100093,2058,28
2017,FL,100099,767,27
2017,FL,100102,485,23
2017,FL,100105,1112,28
2017,FL,100106,130,22
2017,FL,100107,410,22
2017,FL,100109,1921,26
2017,FL,100110,1444,22
2017,FL,100113,4393,20
2017,FL,100117,557,25
2017,FL,100118,1714,30
2017,FL,100121,472,26
2017,FL,100122,519,24
2017,FL,100124,546,21
2017,FL,100125,493,10
2017,FL,100126,748,22
2017,FL,100127,5775,32
2017,FL,100128,2941,18
2017,FL,100130,298,39
2017,FL,100131,1342,20
2017,FL,100132,1165,20
2017,FL,100135,797,23
2017,FL,100137,590,26
2017,FL,100140,465,22
2017,FL,100142,405,22
2017,FL,100150,453,18
2017,FL,100151,619,31
2017,FL,100154,326,20
2017,FL,100156,873,26
2017,FL,100157,6579,25
2017,FL,100161,1410,20
2017,FL,100166,1218,27
2017,FL,100167,2640,20
2017,FL,100168,2773,32
2017,FL,100173,2958,18
2017,FL,100175,242,29
2017,FL,100176,481,37
2017,FL,100177,908,28
2017,FL,100179,2179,18
2017,FL,100180,608,17
2017,FL,100181,253,17
2017,FL,100183,529,29
2017,FL,100187,494,32
2017,FL,100189,1390,21
2017,FL,100191,1342,21
2017,FL,100200,896,20
2017,FL,100204,2755,25
2017,FL,100206,631,21
2017,FL,100209,1307,22
2017,FL,100211,356,24
2017,FL,100212,2871,27
2017,FL,100213,1455,25
2017,FL,100217,546,28
2017,FL,100220,1293,27
2017,FL,100223,1377,22
2017,FL,100224,1189,20
2017,FL,100226,2396,19
2017,FL,100228,1448,22
2017,FL,100230,700,20
2017,FL,100231,2215,24
2017,FL,100232,859,24
2017,FL,100236,1494,29
2017,FL,100238,1269,20
2017,FL,100242,1437,22
2017,FL,100243,1454,21
2017,FL,100244,1084,28
2017,FL,100246,1309,21
2017,FL,100248,1339,22
2017,FL,100249,550,28
2017,FL,100252,787,22
2017,FL,100253,1593,23
2017,FL,100254,1354,21
2017,FL,100255,408,19
2017,FL,100256,1396,24
2017,FL,100258,686,38
2017,FL,100259,1048,27
2017,FL,100260,1435,24
2017,FL,100264,1501,26
2017,FL,100265,3661,29
2017,FL,100266,942,32
2017,FL,100267,640,28
2017,FL,100268,474,29
2017,FL,100269,1264,20
2017,FL,100275,1286,20
2017,FL,100276,998,15
2017,FL,100281,2790,21
2017,FL,100284,319,16
2017,FL,100285,1175,17
2017,FL,100286,1100,24
2017,FL,100287,467,31
2017,FL,100288,685,32
2017,FL,100289,1364,29
2017,FL,100290,2946,39
2017,FL,100291,535,27
2017,FL,100292,1004,34
2017,FL,100296,370,23
2017,FL,100299,580,23
2017,FL,100302,523,22
2017,FL,100307,2349,30
2017,FL,100313,117,36
2017,FL,100314,383,16
2017,FL,100315,1063,38
2017,FL,100316,750,27
2017,FL,100319,1379,27
2017,FL,100320,430,19
2017,FL,100321,471,31
2017,FL,100322,168,74
2017,FL,101301,220,27
2017,FL,101308,87,23
2017,FL,101309,79,19
2017,FL,101310,260,26
2017,FL,101311,FEWER THAN 50,17
2017,FL,101312,95,27
2017,FL,101313,148,31
2017,GA,110001,456,19
2017,GA,110002,310,16
2017,GA,110003,398,15
2017,GA,110005,2395,22
2017,GA,110006,1028,29
2017,GA,110007,1414,18
2017,GA,110008,1287,25
2017,GA,110010,487,25
2017,GA,110011,1031,20
2017,GA,110015,286,16
2017,GA,110016,666,15
2017,GA,110018,418,23
2017,GA,110023,569,18
2017,GA,110024,541,18
2017,GA,110025,482,21
2017,GA,110026,132,23
2017,GA,110027,261,23
2017,GA,110028,534,24
2017,GA,110029,3136,28
2017,GA,110030,1148,21
2017,GA,110031,459,34
2017,GA,110032,286,25
2017,GA,110034,424,18
2017,GA,110035,2520,23
2017,GA,110036,1576,21
2017,GA,110038,687,21
2017,GA,110039,499,29
2017,GA,110040,155,22
2017,GA,110041,373,28
2017,GA,110042,706,22
2017,GA,110043,612,27
2017,GA,110044,291,15
2017,GA,110045,270,23
2017,GA,110046,469,24
2017,GA,110050,79,23
2017,GA,110051,416,31
2017,GA,110054,768,16
2017,GA,110064,684,14
2017,GA,110069,491,31
2017,GA,110071,115,27
2017,GA,110073,218,32
2017,GA,110074,1311,23
2017,GA,110075,598,25
2017,GA,110076,535,14
2017,GA,110078,532,17
2017,GA,110079,894,11
2017,GA,110082,487,28
2017,GA,110083,2555,24
2017,GA,110086,129,33
2017,GA,110087,1635,17
2017,GA,110089,409,15
2017,GA,110091,495,26
2017,GA,110092,156,21
2017,GA,110095,757,18
2017,GA,110100,55,31
2017,GA,110101,64,24
2017,GA,110104,505,25
2017,GA,110105,520,19
2017,GA,110107,810,24
2017,GA,110109,159,35
2017,GA,110111,95,26
2017,GA,110115,1396,31
2017,GA,110121,240,26
2017,GA,110122,925,30
2017,GA,110124,345,17
2017,GA,110125,1100,22
2017,GA,110128,591,26
2017,GA,110129,1045,26
2017,GA,110130,75,9
2017,GA,110132,385,29
2017,GA,110135,206,31
2017,GA,110142,140,22
2017,GA,110143,1522,16
2017,GA,110146,292,18
2017,GA,110150,459,27
2017,GA,110153,288,34
2017,GA,110161,6213,19
2017,GA,110164,1858,24
2017,GA,110165,572,18
2017,GA,110168,1387,28
2017,GA,110177,2474,24
2017,GA,110184,510,18
2017,GA,110187,102,33
2017,GA,110189,331,34
2017,GA,110191,1526,17
2017,GA,110192,1439,20
2017,GA,110194,173,21
2017,GA,110198,485,32
2017,GA,110200,480,42
2017,GA,110201,594,27
2017,GA,110215,1671,20
2017,GA,110225,557,23
2017,GA,110226,348,9
2017,GA,110229,1131,19
2017,GA,110230,491,23
2017,GA,110233,328,22
2017,GA,110234,FEWER THAN 50,23
2017,GA,111300,FEWER THAN 50,16
2017,GA,111302,FEWER THAN 50,33
2017,GA,111304,90,34
2017,GA,111305,FEWER THAN 50,16
2017,GA,111306,FEWER THAN 50,19
2017,GA,111308,FEWER THAN 50,22
2017,GA,111310,160,17
2017,GA,111313,84,18
2017,GA,111320,127,25
2017,GA,111324,59,26
2017,GA,111325,55,19
2017,GA,111326,54,27
2017,GA,111327,197,21
2017,GA,111329,195,35
2017,GA,111330,152,25
2017,GA,111331,55,26
2017,GA,111332,86,32
2017,GA,111333,FEWER THAN 50,16
2017,GA,111335,211,21
2017,GA,111336,61,23
2017,HI,120001,2906,27
2017,HI,120002,633,23
2017,HI,120004,217,20
2017,HI,120005,609,23
2017,HI,120006,389,26
2017,HI,120007,290,34
2017,HI,120011,3531,39
2017,HI,120014,594,21
2017,HI,120019,547,22
2017,HI,120022,1674,34
2017,HI,120026,1367,33
2017,HI,121300,99,21
2017,ID,130002,1598,29
2017,ID,130003,940,35
2017,ID,130006,3636,32
2017,ID,130007,2882,33
2017,ID,130013,774,26
2017,ID,130014,722,25
2017,ID,130018,1419,23
2017,ID,130025,554,30
2017,ID,130028,808,31
2017,ID,130049,1820,30
2017,ID,130063,186,31
2017,ID,130065,325,37
2017,ID,130066,464,53
2017,ID,130067,FEWER THAN 50,57
2017,ID,131302,121,38
2017,ID,131305,112,41
2017,ID,131307,84,38
2017,ID,131309,55,38
2017,ID,131310,100,26
2017,ID,131311,112,21
2017,ID,131312,181,40
2017,ID,131313,FEWER THAN 50,37
2017,ID,131314,FEWER THAN 50,33
2017,ID,131315,105,33
2017,ID,131316,95,39
2017,ID,131317,62,29
2017,ID,131319,128,56
2017,ID,131320,221,36
2017,ID,131321,244,45
2017,ID,131322,162,31
2017,ID,131323,257,36
2017,ID,131325,302,25
2017,ID,131326,264,21
2017,ID,131327,249,29
2017,ID,131328,384,32
2017,IL,140001,271,29
2017,IL,140002,684,34
2017,IL,140007,429,33
2017,IL,140008,1131,22
2017,IL,140010,4851,31
2017,IL,140011,657,26
2017,IL,140012,388,22
2017,IL,140013,358,34
2017,IL,140015,563,28
2017,IL,140018,624,8
2017,IL,140029,967,26
2017,IL,140030,2060,25
2017,IL,140032,1413,38
2017,IL,140034,367,23
2017,IL,140040,412,28
2017,IL,140043,492,31
2017,IL,140046,440,27
2017,IL,140048,927,14
2017,IL,140049,442,27
2017,IL,140052,803,32
2017,IL,140053,1946,29
2017,IL,140054,1142,30
2017,IL,140058,436,28
2017,IL,140059,228,39
2017,IL,140062,1168,39
2017,IL,140063,640,22
2017,IL,140064,331,31
2017,IL,140065,1586,32
2017,IL,140067,4832,30
2017,IL,140068,188,10
2017,IL,140077,205,15
2017,IL,140080,323,25
2017,IL,140082,495,25
2017,IL,140083,FEWER THAN 50,7
2017,IL,140084,1457,21
2017,IL,140088,3081,18
2017,IL,140089,211,32
2017,IL,140091,4364,27
2017,IL,140093,318,32
2017,IL,140095,348,11
2017,IL,140100,474,30
2017,IL,140101,395,36
2017,IL,140103,293,6
2017,IL,140110,492,26
2017,IL,140113,345,38
2017,IL,140114,481,17
2017,IL,140115,181,16
2017,IL,140116,2152,30
2017,IL,140117,425,25
2017,IL,140118,591,26
2017,IL,140119,2531,23
2017,IL,140120,307,24
2017,IL,140122,2046,29
2017,IL,140124,1356,11
2017,IL,140125,590,29
2017,IL,140127,1786,31
2017,IL,140130,413,29
2017,IL,140133,431,9
2017,IL,140135,1100,31
2017,IL,140137,118,25
2017,IL,140143,344,30
2017,IL,140145,377,37
2017,IL,140147,277,29
2017,IL,140148,748,29
2017,IL,140150,470,9
2017,IL,140155,355,33
2017,IL,140158,1103,16
2017,IL,140160,617,30
2017,IL,140161,320,30
2017,IL,140162,976,35
2017,IL,140164,578,25
2017,IL,140166,1205,29
2017,IL,140167,86,24
2017,IL,140172,406,18
2017,IL,140174,371,33
2017,IL,140176,721,28
2017,IL,140177,318,12
2017,IL,140179,598,23
2017,IL,140180,382,27
2017,IL,140181,302,14
2017,IL,140182,1715,18
2017,IL,140184,525,28
2017,IL,140185,1726,25
2017,IL,140186,331,30
2017,IL,140187,1238,28
2017,IL,140189,768,27
2017,IL,140191,721,27
2017,IL,140197,109,9
2017,IL,140200,998,23
2017,IL,140202,2232,23
2017,IL,140206,690,26
2017,IL,140208,5363,22
2017,IL,140209,924,25
2017,IL,140210,244,24
2017,IL,140211,779,34
2017,IL,140213,4087,28
2017,IL,140217,376,38
2017,IL,140223,3996,25
